facility,zone,city,timestamp,road_incidents,road_closures,transit_disruption_index,major_event_index,travel_friction_index,source_category
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 00:00:00,2,1,0.21751221088531483,0.005369283557767845,0.4820846614305971,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 01:00:00,2,0,0.37767598066664265,0.09952714005180138,0.36764524539805626,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 02:00:00,0,1,0.1688996240029277,0.044194110267864406,0.23701459897974994,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 03:00:00,0,0,0.33059233308404495,0.047031903741248306,0.10291287208660722,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 04:00:00,4,0,0.16827977285352017,0.08833214579792296,0.5465514084745287,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 05:00:00,0,1,0.07810219430852677,0.005012204337697382,0.2029712993606809,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 06:00:00,2,3,0.11022662495791018,0.054167260067840596,0.8227802522031398,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 07:00:00,0,1,0.20039431891962453,0.15995263567856619,0.27129998914677944,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 08:00:00,3,0,0.17191200539515905,0.11737607026472517,0.4339580969688841,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 09:00:00,1,2,0.4523751372447138,0.1573374596567204,0.6412792795529983,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 10:00:00,1,0,0.2202070014838259,0.3854438353720221,0.2664556041973161,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 11:00:00,2,0,0.16847197380230144,0.19872557679527864,0.3308917795596057,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 12:00:00,1,0,0.057448337264003654,0.05263734725384268,0.1476657508297664,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 13:00:00,2,0,0.39312922876697154,0.10586985864934559,0.3733675529576081,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 14:00:00,1,1,0.11317160928893612,0.33736481931043416,0.40590831084919765,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 15:00:00,1,0,0.4918750448111086,0.2718072029653636,0.31752259719949044,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 16:00:00,0,0,0.15411292401579463,0.027507952775166836,0.049203368334959204,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 17:00:00,0,1,0.47542523651528873,0.03138369611380435,0.32002347936931785,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 18:00:00,1,1,0.6112972387323465,0.06010848844486561,0.4843870943029275,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 19:00:00,4,0,0.23117448183015865,0.5045117870927255,0.6557214480728439,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 20:00:00,1,0,0.16994391121973798,0.0668206680132375,0.18228484210443888,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 21:00:00,1,1,0.36872831942457307,0.015684061731737937,0.4066944230198628,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 22:00:00,0,0,0.2933380921301259,0.013277299950994794,0.08505567178565411,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-03 23:00:00,0,0,0.06165337207463057,0.11947257783924016,0.043546911305529394,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 00:00:00,1,0,0.3459966169111126,0.04051124248671703,0.2257915260821893,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 01:00:00,1,0,0.2611727132364662,0.26780077824548365,0.25204453092021695,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 02:00:00,3,1,0.4529686650620971,0.39634340099257176,0.7540267744357529,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 03:00:00,3,0,0.4811712898076603,0.18967615263865856,0.5364567147266498,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 04:00:00,1,0,0.0218535035310705,0.168643421000727,0.16322053360885966,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 05:00:00,2,1,0.17956146037021126,0.31451343155958467,0.5394701638467678,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 06:00:00,0,1,0.24334668363142425,0.12077389110808937,0.27470732746057847,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 07:00:00,2,2,0.341552342340415,0.014633475189960882,0.6988540203971075,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-04 08:00:00,0,0,0.1381550153304871,0.21306983390659798,0.08555876775198795,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 09:00:00,0,1,0.19636239279209058,0.3850044950242806,0.3196824588871271,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 10:00:00,2,0,0.14431885855100773,0.40214814743810445,0.3688818728306651,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 11:00:00,1,1,0.34564822070889134,0.2903427450857149,0.46065690571734685,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 12:00:00,0,0,0.3308441948881231,0.3023930752282918,0.15916285111889866,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 13:00:00,1,1,0.48260534124301097,0.3548898442719736,0.5132052612878772,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 14:00:00,0,0,0.5545259086906257,0.23601071238517174,0.207189611158113,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 15:00:00,4,0,0.20043409781437638,0.41474284982813203,0.6273649743502144,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 16:00:00,2,0,0.13807635496446935,0.4239914735517517,0.3719395035714368,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 17:00:00,0,1,0.18491738335365743,0.2706997215788559,0.2913308060863724,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 18:00:00,1,0,0.11144022176426828,0.30520510588586736,0.21834838538888596,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 19:00:00,2,1,0.11012428877047702,0.42676686498074456,0.5447235111514974,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 20:00:00,0,0,0.36281047805113764,0.4090399353827575,0.1915757196385252,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 21:00:00,0,1,0.11694271292219598,0.2223283445502487,0.2616561954192696,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 22:00:00,0,0,0.016441358871500437,0.22715314617327959,0.054577272642141635,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-05-31 23:00:00,2,1,0.17210825154856713,0.38551274856973883,0.5530031151189413,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 00:00:00,0,0,0.4010305412062333,0.23008819199626465,0.16290795377692358,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 01:00:00,1,3,0.09146328199862978,0.4202554702421567,0.7780659224128909,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 02:00:00,0,1,0.260745704547924,0.3280294197913719,0.3251752696275205,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 03:00:00,0,2,0.3369586524443122,0.06949390271873199,0.4696370812825285,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 04:00:00,0,0,0.2942236876962775,0.18531752509285077,0.12315248807538487,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 05:00:00,1,0,0.4606900425287355,0.22007508801297643,0.29740973127090076,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 06:00:00,3,0,0.10089656434991864,0.31603481196891503,0.4577786966511385,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 07:00:00,4,0,0.21259929344368866,0.1449530509228814,0.5714174733672667,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 08:00:00,2,1,0.34357920936412867,0.06648760568570017,0.53082945187281,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 09:00:00,0,0,0.07310963332545063,0.25707333560935725,0.07702683116518477,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 10:00:00,3,0,0.39386733995451345,0.014231465814209695,0.47341377766638987,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 11:00:00,0,0,0.03259883102556567,0.34292564964247135,0.08457131560850209,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 12:00:00,0,0,0.47962950680293925,0.046551164150525154,0.14453751801793852,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 13:00:00,2,1,0.0501241069475836,0.24768064915902369,0.48852449276030857,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 14:00:00,3,0,0.3308272283905426,0.16312107804336629,0.4885182611188925,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 15:00:00,1,2,0.13932213709490743,0.07386251294643013,0.5352599512347886,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 16:00:00,3,0,0.16581378751575543,0.16696779863165717,0.44316077620337607,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 17:00:00,0,0,0.38411133495267935,0.23084283083724874,0.15833659657094495,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 18:00:00,0,1,0.12864066251787717,0.27025648704094035,0.2754758126540125,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 19:00:00,2,1,0.12223435243314823,0.1765085589603451,0.4930575016525574,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 20:00:00,2,0,0.490346004700792,0.18080764319581738,0.41707456281930155,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 21:00:00,2,0,0.24586515331391143,0.19201758964353025,0.35108611264947187,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 22:00:00,0,1,0.2977461522377202,0.22480979595771478,0.3128270777372589,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-01 23:00:00,3,1,0.21896651556349478,0.0909884940233482,0.6213280930429153,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 00:00:00,2,1,0.2812252542036482,0.025889506215188207,0.5044387625443629,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 01:00:00,0,1,0.1521135881179721,0.03376986313283402,0.23002117456225568,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 02:00:00,2,0,0.2903245814305038,0.016270171349371945,0.3248703204974029,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 03:00:00,0,1,0.46061291167320656,0.08712706209443075,0.3281395689292726,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 04:00:00,1,1,0.2424542312771636,0.29801134861075107,0.43344968145197105,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 05:00:00,0,2,0.35673619557594144,0.19530918430361732,0.5028541553080594,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 06:00:00,0,0,0.26338887911151077,0.10781601833801878,0.09746841018558715,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 07:00:00,3,0,0.654540876921543,0.06606459607215352,0.5578056566739058,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 08:00:00,1,1,0.2812911297340126,0.1763836679927034,0.4175659232839183,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 09:00:00,1,0,0.33023110897531677,0.0695096133763425,0.22775682545588402,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 10:00:00,0,1,0.13628436294515162,0.12641461379827676,0.24597083666026334,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 11:00:00,2,1,0.08292023062212854,0.13567107209665547,0.4730653004354602,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 12:00:00,1,1,0.1730360476144647,0.09778370599399804,0.3699625086507297,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 13:00:00,3,0,0.04962627534814809,0.011407046554494883,0.37640490733947035,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 14:00:00,2,1,0.03404640395634692,0.19895603331602701,0.4733033204373031,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 15:00:00,1,1,0.36645706329482797,0.10403995164735896,0.4254967670849708,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 16:00:00,1,1,0.19207110417031514,0.22208003221673495,0.4026375162553699,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 17:00:00,2,0,0.4103908540129589,0.13009416519567082,0.38353015546667607,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 18:00:00,3,0,0.034483418474418374,0.0536909980242828,0.3814673767381794,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 19:00:00,2,0,0.08476879427035386,0.10403260633736171,0.28662243578991864,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 20:00:00,1,0,0.3775088101281991,0.19077660147314124,0.2676733191599868,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 21:00:00,3,1,0.7248979316104635,0.02164414914637542,0.7477331336631324,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 22:00:00,5,0,0.6381534789381524,0.08179880742935755,0.7966787117371412,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-02 23:00:00,3,1,0.09699026884413117,0.04596129419190557,0.577268759998576,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 00:00:00,2,0,0.2028725339284062,0.03883534806206251,0.30534808607360747,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 01:00:00,1,1,0.3675631572438236,0.05049921994777846,0.4140275124167819,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 02:00:00,1,1,0.17752250586027646,0.09248651759544772,0.3700533355118759,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 03:00:00,1,0,0.6800527491189886,0.011435078456542652,0.3129304870137562,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 04:00:00,1,1,0.2735220788891825,0.06554088177574534,0.3910051760796351,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 05:00:00,2,0,0.1708427330570875,0.028139718698154143,0.29402670336957837,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 06:00:00,1,0,0.026765334340682546,0.06167133878836577,0.14106198814883159,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 07:00:00,2,0,0.3035352281253203,0.2814482098697795,0.38690847004644113,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 08:00:00,3,1,0.2071534880962565,0.1654311692728823,0.634397833906986,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 09:00:00,0,0,0.3389935758117838,0.4660731033624136,0.19745428396703046,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 10:00:00,0,0,0.10042756888052697,0.34102366525245215,0.10314492564208702,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 11:00:00,0,0,0.6677497767331619,0.01961160687660659,0.19128449099813882,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 12:00:00,2,0,0.14119814138876374,0.11575478063489449,0.30500153132853064,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 13:00:00,3,0,0.11835615109416432,0.07183677324832144,0.40894381242099676,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 14:00:00,0,1,0.1344462560031041,0.2672368847760865,0.27643706633160814,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 15:00:00,1,0,0.15650124629143833,0.1462523770564328,0.19599587191401796,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 16:00:00,2,0,0.2796048131840557,0.016683623271895785,0.3219597448113527,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 17:00:00,2,0,0.6155845790330168,0.06060837334725997,0.4256975242656419,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 18:00:00,1,1,0.18932484552689507,0.06916140458750959,0.36822646575678275,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 19:00:00,0,1,0.08003875685324721,0.5433146044985832,0.3219400649085975,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 20:00:00,2,1,0.05761093311887309,0.2170990899385035,0.4838928610597552,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 21:00:00,1,0,0.08773404222997921,0.04763289688702139,0.1550447691395389,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 22:00:00,4,2,0.431829664260909,0.2646327562921825,1.0,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-03 23:00:00,1,2,0.32410387256304296,0.05153265142652788,0.5820862676314882,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 00:00:00,1,0,0.3761466300061055,0.12716362023750627,0.2532970528539609,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 01:00:00,3,1,0.24750926969652434,0.06009158331059018,0.6225227438433567,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 02:00:00,0,0,0.2673618359292134,0.19918720437898077,0.11868249902355553,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 03:00:00,0,0,0.38342208927451177,0.2953548957046326,0.17233626205188246,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 04:00:00,0,1,0.3708262234857673,0.04934436782630857,0.2946871034978027,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 05:00:00,1,0,0.35594946939788863,0.16995237479692435,0.25705537388673216,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 06:00:00,1,0,0.21183344311349825,0.005173335786477025,0.18045149794480445,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 07:00:00,3,0,0.334633533743098,0.6113952218121074,0.588204338246731,HYBRID_OPEN_SYNTHETIC
Royal Alexandra Hospital,Edmonton,Edmonton,2026-06-04 08:00:00,2,3,0.2954563958644204,0.25762393510823084,0.9194050565658486,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 09:00:00,1,0,0.22188849335820934,0.23959924305733277,0.23484061161291184,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 10:00:00,3,1,0.3170874248081515,0.4417513401723158,0.7259697737841919,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 11:00:00,0,1,0.35702758406430013,0.3252901034267453,0.351531546291888,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 12:00:00,1,0,0.2936454356248171,0.23524261375343816,0.25397409700070517,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 13:00:00,1,1,0.20355005685900585,0.2628369272699824,0.4148181399199177,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 14:00:00,0,0,0.14221327587089488,0.3272763280555519,0.111820509416072,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 15:00:00,3,0,0.18198564048763904,0.4252931409958097,0.5045204703556171,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 16:00:00,2,0,0.35249619661890363,0.524910276658683,0.45417919591820327,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 17:00:00,0,0,0.3183604626656725,0.5232411659652999,0.20425398605875428,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 18:00:00,2,1,0.16393825833346004,0.3308973703246625,0.5387001338047945,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 19:00:00,0,0,0.2867921582733342,0.4036451649990031,0.16910374061631428,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 20:00:00,2,0,0.06838499754112103,0.24825144948364491,0.31376311819791575,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 21:00:00,2,1,0.30098989313400626,0.2710891812964625,0.5639167899627434,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 22:00:00,1,1,0.060655885233245624,0.24403436101803455,0.3706712072892763,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-05-31 23:00:00,1,1,0.1524772583966262,0.2869316195211375,0.4058185886457056,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 00:00:00,0,0,0.15890329775784995,0.07001132086709078,0.05989541396295796,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 01:00:00,2,0,0.07132242099021373,0.20434466091337342,0.304926103278202,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 02:00:00,2,1,0.26761385509562724,0.32297481920451127,0.5659863396517681,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 03:00:00,3,1,0.6463985907406201,0.1556555848872161,0.7552358340825612,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 04:00:00,1,0,0.2294416294794382,0.01614936690016526,0.18779651697227906,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 05:00:00,2,0,0.18554438252948463,0.22602009832204398,0.34167684873910537,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 06:00:00,2,0,0.09684982554543503,0.14457344962679944,0.2989241100706177,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 07:00:00,1,0,0.2683812085320558,0.545023290738539,0.3150518623514542,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 08:00:00,2,1,0.32622601008911717,0.06572634690301529,0.5258030791436161,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 09:00:00,0,1,0.17670520974877965,0.1441812969262719,0.26119734405343814,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 10:00:00,0,0,0.09206261757547277,0.15670234267886954,0.060252048310483676,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 11:00:00,3,0,0.14458087372177536,0.23044037810023185,0.4511795278241481,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 12:00:00,1,0,0.448274513048906,0.14893888559914342,0.27828341848550525,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 13:00:00,0,0,0.09701797633150577,0.1779120610821398,0.06630568681089238,HYBRID_OPEN_SYNTHETIC
Foothills Medical Centre,Calgary,Calgary,2026-06-01 14:00:00,2,2,0.09049476362966816,0.062385102865561926,0.6390632564467307,HYBRID_OPEN_SYNTHETIC
